annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
10,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,3,2,3
10,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,3,1,2
10,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,3,1,2
10,Davanti ad una punizione certi bambini sono fontane inarrestabili.,3,2,2
10,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,3,4,3
10,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,5,4,1
10,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,3,2,2
10,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,2,5,2
10,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,3,1,2
10,In certi sport americani i giocatori sono elefanti dalla mole imponente.,5,1,2
10,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,3,1,2
10,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,1,5,2
10,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,1,5,2
10,Nelle campagne elettorali certi politici sono calamite per i voti.,3,4,2
10,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,3,3,2
10,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
10,Dopo un grave lutto certi ricordi sono spine dolorose.,3,4,2
10,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,3,5,1
10,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,3,2,4
10,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,5,3,2
10,Durante la gara di formula uno le automobili sono frecce velocissime.,3,2,3
10,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,3,2
10,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,3,4,1
10,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,5,2
10,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,3,4,2
10,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,3,5,1
10,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,3,4,1
10,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,2,3
10,Quando si suda per la tensione le giacche sono forni di calore.,4,2,2
10,Nei bambini appena nati le guance sono pesche liscissime.,3,4,2
10,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,3,5,2
10,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,3,5,1
10,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,3,2,5
10,Per i distubi del sonno certe melodie sono camomille rilassanti.,3,2,4
10,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,3,5,2
10,Le tasche delle giacche dei nonni sono banche zeppe di monete.,5,4,2
10,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,3,5,2
10,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,5,4,2
10,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,2,1,2
10,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,5,4,1
10,Dopo un temporale le nuvole sono perle di infiniti riflessi.,3,2,2
10,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,3,5,2
10,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,3,4,2
10,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,3,5,2
10,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,3,4,2
10,Nelle persone creative le menti sono vulcani di idee e progetti.,3,4,2
10,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,3,4,2
10,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,3,3,2
10,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,5,4,2
10,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,2,4,3
10,Per gli animi sensibili le poesie sono sorrisi per il cuore.,5,5,1
10,I malati di artrosi dicono che le fitte sono coltelli nella carne.,3,5,2
10,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,4,2
10,Specialmente in America certe università sono portaerei che trasportano talenti.,1,4,2
10,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,3,2
10,Se non curati con farmaci specifici certi malditesta sono trapani continui.,3,1,2
10,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,3,2,4
