FA_LIT_ID;Met_structure;Metaphor;Translation (Eng);Source;Author;Type_of_text;Original_context;Length_context;Order_type;W1;Length_W1;Frequency_W1MetaLit;Concreteness_W1MetaLit;W2;Length_W2 ;Frequency_W2MetaLit;Concreteness_W2MetaLit;SemanticDistanceMetaLit;Bambini et al. (2014)
FA_LIT275;Genitive;mare di miele;sea of honey;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;"si faceva a gridare «contro le svenevolezze degli amori poetici passati, che
tendevano a fare dell'arte un mare di latte e miele";23;VT;mare;4;585;4,006714985;miele;5;63;4,746698984;0,721301764;N
FA_LIT276;Genitive;vena di ruscello;vein of stream;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;"si era imbevuta dell'ambiguo, del pauroso, del
cinereo verbale, di quella trepidazione continuativa, di quei vocaboli
massicci come i cantarani del tempo, o scorrevoli inafferrabili, come
una vena di ruscello rapidissima";29;VT;vena;4;30;3,85579457;ruscello;8;7;4,560652042;0,779184967;N
FA_LIT277;Genitive;vertigine di novità;vertigo of novelty;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;"Bruno, che ha
ridotto ad idee ed a pensieri le sue emozioni, le sue impressionabilità
squisite, la sua vertigine di novità e di indagini eccezionali";23;VT;vertigine;9;7;3,660461218;novità;6;281;2,70671526;0,830598116;N
FA_LIT278;Genitive;bufera di ferro;blizzard of iron;L'arte di prender marito;Mantegazza, Paolo;PROSE;"ad ogni scarica lanciava la morte dentro quelle spesse
colonne di uomini, i quali, trattenuti dal contegno dei capi, dalla
disciplina severa ed anche dall'amore della reputazione acquistata
nelle guerre trascorse, stavano a riparare con le membra loro cotesta
bufera di ferro e di fuoco non senza mormorare però ed accennare che
per poco non si sbarattavano dandosi alla fuga";56;VT;bufera;6;32;4,038273135;ferro;5;185;4,251395752;0,893980801;N
FA_LIT279;Genitive;fiume di piombo;river of lead;L'arte di prender marito;Mantegazza, Paolo;PROSE;"la Senna mi apparve a guisa di un fiume di piombo che senza fremito
di acque, senza riflesso d'immagini, unito, opaco, si accostasse
pesantemente al mare";25;VT;fiume;5;227;4,16949805;piombo;6;65;4,616496743;0,830109283;N
FA_LIT280;Genitive;ali di luce;wings of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Più tardi, al mio ritorno nella casa paterna,
  cominciava una dolce serata famigliare,
  sotto la lampada ch'erge il suo collo di fiamma
  arrotondando ali di luce sul desco,
  per covare i miei desideri
  tra lo scrollìo dei suoi raggi pennuti,
  simile ad una gallina dall'uova magiche, d'oro.";58;VT;ali;3;76;4,080079827;luce;4;585;3,436777643;0,789427549;N
FA_LIT281;Genitive;arcipelaghi di nuvole;archipelagos of clouds;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Vieni!... le mie labbra folli attireranno
  il tuo volto pensoso e i tuoi grandi occhi dolenti
  verso le spiagge abbagliate del Sogno...
  verso divini arcipelaghi di nuvole!";30;VT;arcipelaghi;11;3;3,728242045;nuvole;6;54;4,284104231;0,833289415;N
FA_LIT282;Genitive;braccia di fuoco;arms of fire;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Poichè un sublime annegato (incandescente sole
  o moribondo pianeta) affondava all'orizzonte,
  dopo aver lungamente battuta l'aria
  con le sue grandi braccia di fuoco,
  nell'amarezza atroce di quella sera maledet";37;VT;braccia;7;214;4,749541531;fuoco;5;559;4,179325065;0,74962154;N
FA_LIT283;Genitive;braccia di luce;arms of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Intanto gli Astri imperiosi dagli elmi aguzzi di fuoco,
  agili in lor guaìne di smeraldo,
  s'ergon sulle tue spiagge, stendendo sui flutti
  le loro braccia di luce,
  per benedirti, o Mare che t'avventuri
  via per le azzurre praterie del cielo";49;VT;braccia;7;214;4,749541531;luce(?);7;585;;0,72127834;N
FA_LIT284;Genitive;cespugli di rame;bushes of copper;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Non vedo infatti oscillare
  la tua gran barba dai cespugli di rame";13;TV;cespugli;8;33;4,443480956;rame;4;23;4,595077605;0,766792402;N
FA_LIT285;Genitive;ciglia di fuoco;eyelashes of fire;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Innumerevoli sono i grandi occhi
  violetti, verdi e rossi dei fantastici tram
  i grandi occhi che scivolano,
  che affondano in folla, cozzando fra loro
  ed incrociando le loro ciglia di fuoco";36;VT;ciglia;6;13;4,049107073;fuoco;5;559;4,179325065;0,879317664;N
FA_LIT286;Genitive;collo di fiamma;neck of flame;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Più tardi, al mio ritorno nella casa paterna,
  cominciava una dolce serata famigliare,
  sotto la lampada ch'erge il suo collo di fiamma
  arrotondando ali di luce sul desco,
  per covare i miei desideri
  tra lo scrollìo dei suoi raggi pennuti,
  simile ad una gallina dall'uova magiche, d'oro.";58;TV;collo;5;177;4,925744233;fiamma;6;60;4,01279983;0,7951148;N
FA_LIT287;Genitive;cuore di fuoco;heart of fire;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"M'afferra la vertigine subitamente alle viscere
  ed io mi slancio, e lascio a malincuore
  il gran porto assopito, per attraversare
  la città dal cuore di fuoco, gonfio d'angoscia,
  ed il suo soffocato rombar di caldaia";41;TV;cuore;5;630;3,874763696;fuoco;5;559;4,179325065;0,64599517;N
FA_LIT288;Genitive;elmo di fuoco;helmet of fire;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Non dormire, o mia Giulia...
  Un dio verrebbe a possederti nel sonno,
  un dio dall'elmo di fuoco";20;TV;elmo;4;1;4,56274185;fuoco;5;559;4,179325065;0,814354762;N
FA_LIT289;Genitive;esplosioni di luce;explosions of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Poichè la Terra, credetemi,
  sarà gravida presto... (sì gravida da scoppiarne!)
  di una Stella sublime dalle esplosioni di luce";21;VT;esplosioni;10;10;3,672370892;luce;4;585;3,436777643;0,749202281;N
FA_LIT290;Genitive;fardello di tenebre;burden of darkness;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Le case invecchiaron da un'ora, ed eccole curve
  sotto un fardello di tenebre";16;VT;fardello;8;9;3,468745921;tenebre;7;28;3,128905844;0,783313572;N
FA_LIT291;Genitive;intreccio di lampi;weave of lightning;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Sei tu ancora, vecchio Sol seminudo,
  che passi in un intreccio di lampi
  sull'orizzonte?";17;VT;intreccio;9;34;2,954595113;lampi;5;16;3,898849277;0,838705152;N
FA_LIT292;Genitive;lagrime di morte;tears of death;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Oh! per un solo momento divertiamoci dunque
  a singhiozzar sulla voce illusoria
  d'una zampogna lontana che mi piange
  in fondo alla memoria melodie
  appassite e tremanti sulle ciglia
  come lagrime di morte";38;TV;lagrime;7;3;;morte;5;799;3,13825832;0,779519111;N
FA_LIT293;Genitive;macigni di voce;boulders of voice;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Il mio vasto cuore affamato
  che un tempo abbaiava alla luna
  come un cane, vomitando macigni di voce arrogante
  nelle tenebre fonde";25;VT;macigni;7;5;;voce;4;757;3,285719327;0,899480864;N
FA_LIT294;Genitive;nodi di fiamma;knots of flame;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"per placare il lor cuore dai rigidi nodi di fiamma,
  per calmare l'ardore
  delle loro braccia di luce";22;VT;nodi;4;47;3,712885339;fiamma;6;60;4,01279983;0,857863426;N
FA_LIT295;Genitive;occhi di porpora;eyes of purple;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Esploro lontano, e vedo tettoie formidabili
  dagli occhi di porpora, arrotondati dall'attesa,
  che s'accosciano intorno alla fumida bocca
  della stazione";25;TV;occhi;5;972;4,098409381;porpora;7;9;4,160013559;0,799235493;N
FA_LIT296;Genitive;passi di bronzo;steps of bronze;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Che vi libererà dalle sinistre pattuglie
  scandenti caute il silenzio con passi di bronzo
  con tintinni di sciabole, con stridor di manette
  che vi mordono i polsi";30;TV;passi;5;232;3,881474225;bronzo;6;50;4,315266643;0,907726042;N
FA_LIT297;Genitive;passi di piombo;steps of lead;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"tutto,
  tutto si slancia a galoppo, con grevi passi di piombo";12;TV;passi;5;232;3,881474225;piombo;6;65;4,616496743;0,844217032;N
FA_LIT298;Genitive;pianure di corallo;plains of coral;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Alito assopente, trascinami
  per le immense pianure di corallo, sommerse!";11;TV;pianure;7;12;3,980639319;corallo;7;6;4,308793093;0,872543797;N
FA_LIT299;Genitive;polmoni di bronzo;lungs of bronze;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Così, così, nudo e tutto grondante,
  con la pienezza risonante dei miei polmoni di bronzo";18;TV;polmoni;7;42;4,160763113;bronzo;6;50;4,315266643;0,814811662;N
FA_LIT300;Genitive;rantolo di morte;death rattle;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Chi verrà
  a morsicar fino al sangue,
  in un rantolo di morte,
  le tue mammelle dalle punte di fuoco
  che scattan contro Dio, nelle tempeste";29;TV;rantolo;7;5;;morte;5;799;3,13825832;0,74921906;N
FA_LIT301;Genitive;singhiozzi di bronzo;bronze sobs;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Sono allora singhiozzi di bronzo e rimbalzi
  d'artiglierie gettate giù dai bastioni, in un fossato";18;VT;singhiozzi;10;7;;bronzo;6;50;4,315266643;0,941478629;N
FA_LIT302;Genitive;soffitto di nuvole;ceiling of clouds;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Il Sole scarlatto agonizza
  sotto un soffitto di nuvole…";10;VT;soffitto;8;51;4,800859153;nuvole;6;54;4,284104231;0,677842259;N
FA_LIT303;Genitive;sospiro di luna;sigh of moon;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Abbassa le tue palpebre rosee,
  perchè l'agile fiamma dei tuoi occhi vi scivoli
  come sospiro di luna tra persiane socchiuse.";23;VT;sospiro;7;42;3,702545128;luna;4;176;4,145151041;0,82960853;N
FA_LIT304;Genitive;spicchi di stelle;slices of stars;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Il vento solleva e travolge
  grani di sabbia mostruosi,
  che sembran spicchi di stelle";16;VT;spicchi;7;16;4,5915609;stelle;6;172;3,769569444;0,749106884;N
FA_LIT305;Genitive;stracci di nebbia;rags of fog;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Essa, pezzente scarnita sotto i suoi stracci di nebbia,
  è là da sempre, seduta a una tavola,
  e tende al visitatore predestinato
  la sua faccia d'incandescente cenere,
  in cui sfavillano occhi di stagnante putredine!";39;VT;stracci;7;11;4,7329894;nebbia;6;77;3,958623336;0,745028138;N
FA_LIT306;Genitive;strade di luce;streets of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;"Lo so: io devo raggiungere in un angolo dello spazio
  le vostre corse disinvolte, o Stelle,
  e sorpassarvi, poichè lasciaste le strade di luce
  che vi son consuete";31;VT;strade;6;331;4,480483459;luce;4;585;3,436777643;0,781836092;N
FA_LIT307;Genitive;vento di porpora;wind of purple;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;Viene sul vento di porpora e d'oro!;10;VT;vento;5;285;3,830485486;porpora;7;9;4,160013559;0,856021643;N
FA_LIT308;Genitive;acque di fuoco;waters of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;NA;TV;acque;5;168;3,824677445;fuoco;5;559;4,179325065;0,812476307;N
FA_LIT309;Genitive;bacio di fuoco;kiss of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;NA;TV;bacio;5;81;4,212810279;fuoco;5;559;4,179325065;0,754909545;N
FA_LIT310;Genitive;cielo di cotone;sky of cotton;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;NA;TV;cielo;5;287;4,24490247;cotone;6;54;4,679388152;0,838027894;N
FA_LIT311;Genitive;colline di vapori;hills of steam;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Coroniamo di batterie solari
  quelle colline di vapori incendiati";11;VT;colline;7;72;4,059912241;vapori;6;16;3,817492025;0,738787264;N
FA_LIT312;Genitive;fiume di latte;river of milk;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"il mio monoplano scivola
  col leggiero trasalire d'un canotto,
  alla deriva in questo fiume di latte";19;TV;fiume;5;227;4,16949805;latte;5;152;4,823947891;0,770201966;N
FA_LIT313;Genitive;fontana di sangue;fountain of blood;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Nulla può fermare, oramai,
  il getto forte della fontana di sangue";12;VT;fontana;7;25;4,531177423;sangue;6;473;4,181390123;0,778016761;N
FA_LIT314;Genitive;frecce di luce;arrows of light;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;Impugnai tutti i vostri sussulti esitanti per disciplinarli e per renderli paralleli, così che ora riscoccano avanti! come frecce di luce;21;TV;frecce;6;18;4,383497491;luce;4;585;3,436777643;0,754915714;N
FA_LIT315;Genitive;fuochi di gioia;fires of joy;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"E perchè temete dunque
  i fuochi di gioia della mitraglia
  e l'odore della polvere, disinfettante sublime";19;VT;fuochi;6;48;4,166055042;gioia;5;204;3,050767233;0,806459799;N
FA_LIT316;Genitive;gomitolo di cadaveri;ball of corpses;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;sembrano colossali grumi di sangue staccati dal sole, fantastico gomitolo di cadaveri roteante nell'infinito;15;VT;gomitolo;8;;;cadaveri;8;43;4,222901953;0,914029732;N
FA_LIT317;Genitive;laghi di fuoco;lakes of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Addio, care rondinelle dal corpo bipartito di bragia e di carbone, che volate via sfiorando coll'ala
  quei lontani laghi di fuoco";23;VT;laghi;5;29;3,889013788;fuoco;5;559;4,179325065;0,826926991;N
FA_LIT318;Genitive;lingua di fuoco;tongue of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"on la bocca spalancata
  rasente le onde che sembrano denti
  su cui, ecco, ora passa una lingua di fuoco giallo";22;TV;lingua;6;228;3,438781227;fuoco;5;559;4,179325065;0,80107753;N
FA_LIT319;Genitive;mare di fuoco;sea of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Nella platea del teatro, che può misurare
  più di venti chilometri di diametro,
  si spiega largamente
  un invitante mare di fuoco";25;TV;mare;4;585;4,006714985;fuoco;5;559;4,179325065;0,675014466;N
FA_LIT320;Genitive;occhi di liquirizia;eyes of licorice;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"E' questa, veramente, la più sorniona e cauta
  delle sere preferite dai demoni....
  sera medioevale piena di lampi algebrici
  in cui colano occhi di liquirizia";29;TV;occhi;5;972;4,098409381;liquirizia;10;2;4,079482792;0,813370347;N
FA_LIT321;Genitive;odore di luna;smell of moon;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"cacciar fuori dai tuoi polmoni
  quest'odore di luna paludosa
  e di cipressi civettuoli";16;TV;odore;5;118;3,735386522;luna;4;176;4,145151041;0,874037594;N
FA_LIT322;Genitive;riccioli di fumo;curls of smoke;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Grovigli d'argentei serpenti che guizzano,
  uscendo flessuosamente
  da riccioli di fumo biondo
  o scoppiando da sacchi di cenere nivea";23;VT;riccioli;8;13;4,642525067;fumo;4;109;3,846298391;0,758225992;N
FA_LIT323;Genitive;sbadiglio di luce;yawn of light;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Qua e là, in uno sbadiglio di luce totale,
  il ponte si copre tutto
  di ardenti pupille che mi fissano";22;VT;sbadiglio;9;2;;luce;4;585;3,436777643;0,87357229;N
FA_LIT324;Genitive;serbatoio di tenebre;tank of darkness;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Dovrai diventar bianco, serbatoio di tenebre,
  per non far macchia sulla brina radiosa,
  che imbrillanta la pianura";20;VT;serbatoio;9;27;4,462004441;tenebre;7;28;3,128905844;0,971301364;N
FA_LIT325;Genitive;sipario di fumo;curtain of smoke;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Dobbiamo attraversare la platea o salire,
  sotto i fuochi, convergenti dei palchi
  che lancian folgori,
  salire su fino all'invisibile palcoscenico
  dal sipario di fumo";30;VT;sipario;7;26;4,379327775;fumo;4;109;3,846298391;0,770058677;N
FA_LIT326;Genitive;sorsata di luce;sip of light;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Vedo la schiuma delle loro gracili nudità intrecciate,
  chine a bere l'ultima inebbriante sorsata di luce
  nel tondo deserto del cielo";25;VT;sorsata;7;2;;luce;4;585;3,436777643;0,856468678;N
FA_LIT327;Genitive;tappeti di nebbia;carpets of fog;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Io scivolo con angoscia
  sui tuoi profondi tappeti di nebbia violetta";12;VT;tappeti;7;44;4,402139266;nebbia;6;77;3,958623336;0,779240415;N
FA_LIT328;Genitive;torrenti di stelle;torrents of stars;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Ecco già che il Vulcano,
  per inebbriarti,
  versa copiosi torrenti di stelle";14;VT;torrenti;8;6;4,218789332;stelle;6;172;3,769569444;0,827785403;N
FA_LIT329;Genitive;treni di nebbia;trains of fog;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Guardate
  quei treni di nebbia violacea
  che passano all'orizzonte";12;VT;treni;5;41;4,176395393;nebbia;6;77;3,958623336;0,74129039;N
FA_LIT330;Genitive;unghie di pioggia;nails of rain;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"allorchè vi fermate
  bruscamente, per eccitarmi con uno sguardo obliquo,
  o per graffiarmi colle vostre unghie di pioggia lucente";21;VT;unghie;6;40;4,559297671;pioggia;7;149;4,375526037;0,824376762;N
FA_LIT331;Genitive;vento di cimitero;wind of cemetery;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Vento di cimitero abbandonato,
  lasciami! lasciami!";7;TV;vento;5;285;3,830485486;cimitero;8;54;4,438411356;0,844076172;N
FA_LIT332;Genitive;voce di bronzo;voice of bronze;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Io fui lusingato, o Vulcano, dalla tua voce di bronzo,
  e ancora ondeggio da un'illusione all'altra
  nel cupo miraggio del tuo Impero di fuoco";29;TV;voce;4;757;3,285719327;bronzo;6;50;4,315266643;0,909530997;N
FA_LIT333;Genitive;voce di cristallo;voice of crystal;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"l silenzio è tanto grande
  e quelle tre nubi d'argento sono tanto vive
  e tanto attente,
  che stanno per cantare
  con la loro più bella voce di cristallo";33;TV;voce;4;757;3,285719327;cristallo;9;33;3,965281938;0,823277697;N
FA_LIT334;Genitive;inferno di complotti;hell of plots;Democrazia futurista: dinamismo politico;Marinetti, F. T.;PROSE;"Se la famiglia funziona male è un inferno di complotti, liti,
tradimenti, dispetti, bassezze e relativo desiderio di evasione e di
rivolta in tutti";22;VT;inferno;7;113;3,655228646;complotti;9;9;2,779221912;0,850799635;N
FA_LIT335;Genitive;fiume di delizia;river of delight;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;"Poi dopo il primo
amplesso riapparve la fragorosa luce dei suoi occhi di carnevale che
ridevano offrendo la bocca come un fiume di delizia nel paradiso";25;VT;fiume;5;227;4,16949805;delizia;7;10;3,164709182;0,948123775;N
FA_LIT336;Genitive;fiume di prigionieri;river of prisoners;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;"Il quattro novembre al tramonto, sulla strada di Chiusaforte, nella mia
blindata ferma prua che divideva il nerastro filosofico puzzolente fiume
di prigionieri austriaci";22;VT;fiume;5;227;4,16949805;prigionieri;11;42;3,754676587;0,864384919;N
FA_LIT337;Genitive;mari di seta;seas of silk;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;"Pelle
divina dell'Italia lambita dai mari di seta e sospiri";10;TV;mari;4;34;3,798548629;seta;4;111;4,39987456;0,796876237;N
FA_LIT338;Genitive;nuvole di cristallo;clouds of crystal;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;"si finisce il pranzo alla rinfusa, sbandati,
con grande scrosciar di risate nella risata fulva del Tramonto, tutto
nuvole di cristallo incandescente, bottiglie spumeggianti d'oro, cirri
di porcellana viola affastellati, luminoso banchetto aereo sospeso a
picco sulla pianura veneta crepuscolare";37;TV;nuvole;6;54;4,284104231;cristallo;9;33;3,965281938;0,690381825;N
FA_LIT339;Genitive;mare di latte;sea of milk;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"Lancio così la voce del mio dolore notturno,
  nel cielo aperto, al largo di questo mare di latte";20;TV;mare;4;585;4,006714985;latte;5;152;4,823947891;0,756082103;N
FA_LIT340;Genitive;castelli di fiamme;castles of flames;Tempeste;Negri, Ada;POEM;"Son ruggiti di belva giù in fondo ai ciechi scavi,
    Son castelli di fiamme, son rimbombi di frane,
    È l’inferno che s’apre su quelle teste umane";32;VT;castelli;8;22;3,890110671;fiamme;6;85;4,007151105;0,820084319;N
FA_LIT341;Genitive;fiume di gemme;river of gems;La camicia rossa;Mario, Alberto;PROSE;"Sarebbesi creduto il cono del vulcano semiaperto da un
punto fisso a guisa di coperchio, e scorrente dall'immensa fessura un
fiume di gemme colate";23;TV;fiume;5;227;4,16949805;gemme;5;13;3,779365563;0,835247844;N
FA_LIT342;Genitive;nebbia di luce;mist of light;La camicia rossa;Mario, Alberto;PROSE;"L'Jonio e il Tirreno con onda purpurea, baciando i lidi
della Sicilia, la quale, avviluppata da una nebbia di luce d'oro,
pareva palpitasse in quel misterioso amplesso";27;TV;nebbia;6;77;3,958623336;luce;4;585;3,436777643;0,542932987;N
FA_LIT343;Genitive;pioggia di granate;rain of grenades;La camicia rossa;Mario, Alberto;PROSE;"Visibile a tutti gli sguardi,
vedevalo anche il nemico e salutavalo con una pioggia di granate che
cadevangli intorno o scoppiavano in alto";21;VT;pioggia;7;149;4,375526037;granate;7;12;4,51951044;0,745696604;N
FA_LIT344;Genitive;furore di gloria;fury of glory;La giovine Italia;Mazzini;PROSE;"ma
dove non è virtú di sagrificio né furore di gloria, dove nei cuori non
vive un’eco alle grandi passioni";18;VT;furore;6;21;3,490046879;gloria;6;64;3,402912448;0,666823357;N
FA_LIT345;Genitive;cupola di nuvole;dome of clouds;Mar sanguigno (Offerta al nostro buon vecchio Dio);Milanesi, Guido;PROSE;"Dalle giallastre foci del Po al massiccio di
Pesaro dal color di lavagna, fin dove giungeva lo sguardo, sotto una
bassa cupola di nuvole stracciate dal vento";25;VT;cupola;6;40;4,463753511;nuvole;6;54;4,284104231;0,70818907;N
FA_LIT346;Genitive;sipario di nuvole;curtain of clouds;Mar sanguigno (Offerta al nostro buon vecchio Dio);Milanesi, Guido;PROSE;"Un vento freddo ed umido arrischiava di quando in
quando qualche ululato, come un mostruoso cantante da tregenda che
si preparasse dietro un sipario di nuvole";24;VT;sipario;7;26;4,379327775;nuvole;6;54;4,284104231;0,731518745;N
FA_LIT347;Genitive;carne di fiori;flesh of flowers;Le origini degli Stati Uniti d'America;Mondaini, Gennaro;PROSE;"Carne di fiori d'un pallor sì molle
    da sembrar carne di delizia, nata
    in tepori di serra o in cima a un colle";30;VT;carne;5;194;4,412148611;fiori;5;1;4,523380805;0,779629037;N
FA_LIT348;Genitive;pioggia di stelle;rain of stars;Storie da ridere… e da piangere;Morselli, Ercole Luigi;PROSE;"S’alzò pian piano, andò a guardare dai vetri dell’uscio, poi l’aprì:
stette a contemplare la sua casetta lì di faccia, che sembrava un
giocattolo dimenticato da un bambino sotto una pioggia di stelle";31;VT;pioggia;7;149;4,375526037;stelle;6;172;3,769569444;0,779247969;N
FA_LIT349;Genitive;colonne di polvere;columns of dust;L'Amuleto;Neera;PROSE;"Si forma
un esercito di cavalli che passa come un ciclone sollevando immense
colonne di polvere";14;VT;colonne;7;65;3,867494571;polvere;7;125;4,428558081;0,833680153;N
FA_LIT350;Genitive;torrenti di case;torrents of houses;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;"In modo strano si torce e s'ammucchia il paesaggio,
  poi cade a pezzi, a poco a poco,
  crollando in torrenti di case, in ruscelli di verde,  interminabilmente, sotto di me, a rovescio";36;VT;torrenti;8;6;4,218789332;case;4;1;4,013009985;0,758408949;N
FA_LIT351;Genitive;febbre di vittoria;fever of victory;Tempeste;Negri, Ada;POEM;"Un rigoglio di vita, un soffio, un’onda
    Di vigore, una febbre di vittoria,";16;VT;febbre;6;68;3,98151148;vittoria;8;347;3,059044083;0,791887537;N
FA_LIT352;Genitive;onda di vigore;wave of vigor;Tempeste;Negri, Ada;POEM;"Un rigoglio di vita, un soffio, un’onda
    Di vigore, una febbre di vittoria,";16;VT;onda;4;103;3,512238631;vigore;6;109;2,934643693;0,735522717;N
FA_LIT353;Genitive;man di cera;man of wax;Tempeste;Negri, Ada;POEM;E voglio qui le stanche, le pallenti Gracili dame da la man di cera.;14;TV;man;3;10;3,791440793;cera;4;23;4,8343453;0,789421782;N
FA_LIT354;Genitive;fronte di rosa;forehead of rose;Tempeste;Negri, Ada;POEM;"I sogni sfiorano
    La delicata
    Fronte di rosa";14;TV;fronte;6;287;3,374200062;rosa;4;118;4,331336503;0,757162333;N
FA_LIT355;Genitive;furia di piogge;fury of rains;Tempeste;Negri, Ada;POEM;"L’aratro lento:
    Meriggi torridi,
    Furia di piogge";13;VT;furia;5;43;3,585425086;piogge;6;32;3,973622345;0,806254461;N
FA_LIT356;Genitive;capelli di seta;hair of silk;Tempeste;Negri, Ada;POEM;"vedo l’abito bianco,
    vedo i lunghi capelli di seta,
    e sento l’anima, l’anima,
    l’anima tua, Nice";25;TV;capelli;7;383;4,360662555;seta;4;111;4,39987456;0,640088201;N
FA_LIT357;Genitive;fiume di gioia;river of joy;Maternità;Negri, Ada;POEM;"Espande
    or la stirpe selvaggia un irruente
    fiume di gioia per le arterie spente
    de gli uomini";26;VT;fiume;5;227;4,16949805;gioia;5;204;3,050767233;0,864880025;N
FA_LIT358;Genitive;nuvole di fiori;clouds of flowers;Maternità;Negri, Ada;POEM;"Coi rosei figli su le forti braccia
    di te veniam, fra sterpi e fango, in traccia;

    su te gettando, con l’amor che ignori,
    gioia di baci e nuvole di fiori;";39;VT;nuvole;6;54;4,284104231;fiori;5;1;4,523380805;0,619811922;N
FA_LIT359;Genitive;man di rosa;man of rose;Maternità;Negri, Ada;POEM;"a madre veglia—e ancora, nel divino
    silenzio, ella non osa
    toglier la sua da quella man di rosa
    che tiene avvinto tutto il suo destino";34;TV;man;3;10;3,791440793;rosa;4;118;4,331336503;0,820121109;N
