ID;Met_structure;Metaphor;Translation (english);Source;Author;Type_of_text;Introductory_sentence;Original_context;length_context;Structure_type;Word1;Length_topic;Frequency_topic;Concreteness_topic;Word2;Length_vehicle;Frequency_vehicle;Concreteness_vehicle;SemanticDistance;Cloze_probability_withoucontext;Familiarity_withoutcontext;Concreteness_withoutcontext;Difficulty_withoutcontext;Meaningfulness_withoutcontext;Gulpease_incontext;Cloze_probability_incontext;Familiarity_incontext;Concreteness_incontext;Difficulty_incontext;Meaningfulness_incontext;Bambini et al. (2014);IUSS NEPLab MetaLiterary study
FA_LIT349;Genitive;colonne di polvere;columns of dust;L'Amuleto;Neera;PROSE;;"Si forma
un esercito di cavalli che passa come un ciclone sollevando immense
colonne di polvere";14;VT;colonne;7;139;4,429;polvere;7;133;3,867;0,708;;;;;;;;;;;;N;Y
FA_LIT106;Genitive;uragano di sangue;hurricane of blood;Odi e Inni;Pascoli;POEM;Questo brano descrive la depressione armata contro un manifestazione pacifica.;"Erano figli del piccolo \ padre; sono, o Zar, tua cosa! \ C'è qualche cosa di vergine... \ che fa tutto rosa. \ Sangue! Sangue! Sangue! Sangue! \ Tu non puoi passare; è troppo! \ Quale uragano di sangue, \ i tuoi Cosacchi al galoppo!";46;VT;uragano;6;473;4,181;sangue;7;14;3,874;0,869;0;2,067;1,6;3,4;2,333;;;;;;;Y;N
FA_LIT060;Genitive;nodo d'angoscia;knot of anguish;Il fu Mattia Pascal;Pirandello;PROSE;Questo brano descrive lo stato d'animo di una donna.;"Ella si portò agli occhi il fazzolettino lacerato, e... 
""Io avrei piuttosto bisogno di morire!"" gemette con accoramento così profondo e intenso, che mi sentii subito un nodo d'angoscia alla gola.";32;VT;nodo;8;124;2,792;angoscia;4;95;3,882;0,815;0;3;1,6;2,667;3,267;;;;;;;Y;N
FA_LIT135;Genitive;nodo di tormento;knot of torment;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Nodo di tormento oscuro, sonnambolico tedio insensato è nelle parole
che odo, stanche, e nulla esse m'insegnano";17;VT;nodo;8;35;3,071;tormento;4;95;3,882;0,857;;;;;;;;;;;;N;Y
FA_LIT317;Genitive;laghi di fuoco;lakes of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Addio, care rondinelle dal corpo bipartito di bragia e di carbone, che volate via sfiorando coll'ala
  quei lontani laghi di fuoco";23;VT;laghi;5;609;4,179;fuoco;5;131;3,889;0,778;;;;;;;;;;;;N;Y
FA_LIT340;Genitive;castelli di fiamme;castles of flames;Tempeste;Negri, Ada;POEM;;"Son ruggiti di belva giù in fondo ai ciechi scavi,
    Son castelli di fiamme, son rimbombi di frane,
    È l’inferno che s’apre su quelle teste umane";32;VT;castelli;6;151;4,007;fiamme;8;145;3,89;0,864;;;;;;;;;;;;N;Y
FA_LIT416;Genitive;tempesta di controversie;storm of controversy;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"Forse ella ancora non capì tutta la profonda originalità
della Comune, oggi pure incompresa dopo tanta tempesta di controversie
e partigiana intensità di studi";22;VT;tempesta;12;24;2,491;controversie;8;77;3,903;0,767;;;;;;;;;;;;N;Y
FA_LIT172;Genitive;tempesta di dolore;storm of sorrow;La donna nella vita e nelle opere di Giacomo Leopardi;Boghen Conigliani, Emma;PROSE;;"il poeta è sconvolto
piuttosto da una tempesta di dolore che d'amore";12;VT;tempesta;6;349;3,288;dolore;8;77;3,903;0,747;;;;;;;;;;;;N;Y
FA_LIT417;Genitive;tempesta di nuvole;storm of clouds;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"indarno il medio evo parve una tempesta di nuvole entro un tramonto funereo, mentre i lineamenti del nuovo uomo e della nuova
società rigavano la sua tenebra come una sottile rete luminosa";31;VT;tempesta;6;79;4,284;nuvole;8;77;3,903;0,8;;;;;;;;;;;;N;Y
FA_LIT380;Genitive;tempesta di rammarichi;storm of regrets;Al di là;Oriani, Alfredo;PROSE;;"Se verrete una volta sul mio letto sarò consolata per sempre, perchè ad
ogni tempesta di rammarichi mi vi andrò a sdraiare, e baciando i
cuscini, dove affondò la vostra testa, mi sembrerà di baciarvi sulle
labbra";34;VT;tempesta;10;29;2,192;rammarichi;8;77;3,903;0,654;;;;;;;;;;;;N;Y
FA_LIT466;Genitive;monte di elogi;mountain of praise;L'idolo;Rovetta, Gerolamo;PROSE;;"Il Giordano?... Ma se anche adesso, in
questo punto, leggevo la _Perseveranza_... Ne fa un monte di elogi";17;VT;monte;5;27;3,021;elogi;5;66;3,946;0,728;;;;;;;;;;;;N;Y
FA_LIT444;Genitive;gregge di foglie;flock of leaves;Prose (1880-1890);Pascarella, Cesare;PROSE;;"Ella appena è arrivata
sulla sponda della riviera prima, per necessità della rima, si mette
a fiutare il vento come una levriera, e poi si gitta nel fiume e vi si
immerge, fra un gregge di foglie, fino all'ombelico";37;VT;gregge;6;190;4,246;foglie;6;16;3,956;0,766;;;;;;;;;;;;N;Y
FA_LIT429;Genitive;nebbia di convenzionalismo;fog of conventionalism;Morti e viventi;Panzacchi, Enrico;PROSE;;"O che aveva mai di così singolarmente diverso dagli
altri italiani infuso madre natura in questo uomo che, mentre gli altri
correvano alla imitazione servile, all'artificiato e al falso e mentre
per gli altri una gran nebbia di convenzionalismo si interponeva fra la
mente e la vita, da solo, riesce a prendere tranquillamente la via del
naturale, come se nessuna altra via fosse aperta dinanzi a lui";63;VT;nebbia;16;;;convenzionalismo;6;98;3,959;0,599;;;;;;;;;;;;N;Y
FA_LIT255;Genitive;nebbia di dolore;mist of sorrow;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;;"Questi concetti voglionsi considerare come stridi di
anima inasprita dalle tribolazioni, e nulla più; nebbia di dolore che
ogni aura di conforto porta via";22;VT;nebbia;6;349;3,288;dolore;6;98;3,959;0,769;;;;;;;;;;;;N;Y
FA_LIT216;Genitive;nebbia di malinconia;mist of melancholy;Documenti umani;De Roberto, Federico;PROSE;;"Ella lo aveva
amato di più per quella nebbia di malinconia che velava il suo viso,
per quel gran dolore che lo aveva atterrato e che sarebbe toccato a
lei di far dimenticare!";30;VT;nebbia;10;53;2,639;malinconia;6;98;3,959;0,715;;;;;;;;;;;;N;Y
FA_LIT159;Genitive;nebbia di noia;fog of boredom;L'Argentina vista come è;Barzini, Luigi;PROSE;;"Non tutti i fannulloni sono di questa ideale perfezione, ma anche
i fannulloni volgari sono insopportabili e spandono intorno a sè
una nebbia di noia, che smorza ogni fuoco d'entusiasmo, che
appanna ogni luce di poesia";34;VT;nebbia;4;63;2,825;noia;6;98;3,959;0,771;;;;;;;;;;;;N;Y
FA_LIT478;Genitive;nebbia di ottimismo;fog of optimism;Il libro di Don Chisciotte;Scarfoglio, Edoardo;PROSE;;"Ora, confrontando i frutti della nostra attività presente
con quelli che ci furono lasciati in eredità, giudicando una singola
opera d'arte non in sè, ma nello sviluppo complessivo di quella forma
dell'arte, accade che la dolce nebbia di ottimismo tanto cara agli
scribacchiatori italiani si disperda per l'aria";47;VT;nebbia;9;69;2,048;ottimismo;6;98;3,959;0,822;;;;;;;;;;;;N;Y
FA_LIT270;Genitive;nebbia di profumo;mist of perfume;Dal mio verziere : saggi di polemica e di critica;Jolanda;PROSE;;"Così passano i poeti nella prosa, elevandola fino ad essi per non
scendere fino a lei: facendola evaporare tutta in una nebbia di profumo,
in un’irradiazione di bellezza che serba della prosa la sincerità
gentile, che ha della poesia lo splendore regale.";39;VT;nebbia;7;159;3,979;profumo;6;98;3,959;0,698;;;;;;;;;;;;N;Y
FA_LIT178;Genitive;nebbia di sdegni;mist of disdain;Storia degli Italiani, vol. 7 (di 15);Cantù, Cesare;PROSE;;"tale
la _gloriosa colonna_ a cui s’appoggia nostra speranza, e il vento
angoscioso de’ sospiri, e il fuoco de’ martiri, e le chiavi amorose, e
il lauro a cui coltivare adopera _vomer di penna con sospir di fuoco;_
e la nebbia di sdegni che _rallenta le stanche sarte della nave sua";47;VT;nebbia;6;32;2,852;sdegni;6;98;3,959;0,835;;;;;;;;;;;;N;Y
FA_LIT189;Genitive;nebbia di sogno;mist of dream;Il trampolino per le stelle: Tre dialoghi e due racconti;D'Ambra, Lucio;PROSE;;"Rieccomi a te, Duchessa, luce rossa, nebbia rosea, nebbia di sogno,
sempre uguale, così al tramonto come all'aurora";18;VT;nebbia;5;554;3,246;sogno;6;98;3,959;0,805;;;;;;;;;;;;N;Y
FA_LIT446;Genitive;nebbia di stelle;fog of stars;Miei Pensieri di varia Umanità;Pascoli, Giovanni;PROSE;;"Sopra il monte ardente, il
cielo stellato. Guardate quelle stelle, poi quella nebbia di stelle,
concepitene la grandezza";17;VT;nebbia;6;261;3,77;stelle;6;98;3,959;0,826;;;;;;;;;;;;N;Y
FA_LIT146;Genitive;nebbia di menzogne;fog of lies;Danza macabra;Antona-Traversi, Camillo;PROSE;;"Io, in questa nebbia di menzogne e di vigliaccherie, ho perduto ogni
energia";12;VT;nebbia;8;32;2,79;menzogne;6;98;3,959;0,785;;;;;;;;;;;;N;Y
FA_LIT079;Genitive;pianto di stelle;tears of stars;Myricae;Pascoli;POEM;Questo brano descrive il cielo nella notte di San Lorenzo dopo un lutto.;E tu, Cielo, dall'alto dei mondi \ sereni, infinito, immortale, \ Oh! d'un pianto di stelle lo inondi \ quest'atomo opaco del Male!;26;VT;pianto;6;261;3,77;stelle;6;35;3,973;0,818;0,067;3,2;2,333;3;3,133;;;;;;;Y;N
FA_LIT175;Genitive;corona di fuoco;crown of fire;Dallo Stelvio al mare;Bontempelli, Massimo;PROSE;;"anno gareggiato coi muli nel ripire i sentieri
infernali appena scavati tra le rocce, per trascinar su rifornimenti,
salmerie d'ogni genere, e soprattutto i gravi pezzi d'artiglieria che
vanno disegnando un'inquieta corona di fuoco lungo il confine sempre
più avanzato della patria";41;VT;corona;5;609;4,179;fuoco;6;61;3,974;0,705;;;;;;;;;;;;N;Y
FA_LIT023;Genitive;corona di nebbia;crown of fog;Primi Poemetti;Pascoli;POEM;In questo brano un uomo riflette guardando il mare.;Sedeva sopra un masso di granito \ ciclopico. Pensava. Il suo pensiero \ come il mare infinito era infinito. \ Lontani, i falchi sopra il capo austero \ roteavano. Stava la Gorgona, \ come nave che aspetti il suo nocchiero. \ E la Capraia uscìa d'una corona \ di nebbia, appena. Or Egli dritto stante, \ imperiale sopra la persona.;61;VT;corona;6;98;3,959;nebbia;6;61;3,974;0,755;0;2,333;2,667;3,533;2,467;80;0;1,93;1,87;1,67;4,4;Y;N
FA_LIT469;Genitive;corona di spuma;crown of froth;L'idolo;Rovetta, Gerolamo;PROSE;;"Il mare era formidabile, cingeva la
riva d'una corona di spuma";11;VT;corona;5;7;4,089;spuma;6;61;3,974;0,925;;;;;;;;;;;;N;Y
FA_LIT174;Genitive;corona di ghiacciai;crown of glaciers;Dallo Stelvio al mare;Bontempelli, Massimo;PROSE;;"Tutta una corona di
ghiacciai protegge ivi il confine";8;VT;corona;9;23;3,99;ghiacciai;6;61;3,974;0,761;;;;;;;;;;;;N;Y
FA_LIT138;Genitive;singhiozzo di felicità;sob of happiness;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"sul letto
dove ha soffocato tanti gridi per il suo dolore di madre, una donna si
abbatte un pomeriggio con un singhiozzo di felicità, tremendo";24;VT;singhiozzo;8;153;2,747;felicità;10;19;3,977;0,738;;;;;;;;;;;;N;Y
FA_LIT007;Genitive;anello delle labbra;ring of the lips;San Laimo Navigatore;D’Annunzio;PROSE;In questo brano si parla di un bambino nutrito da una cerva.;Si cibava di fogliami teneri, di funghi, di fromento, e beveva in un vaso di murra linfe pure. Al suo bramito tremulo e dolce, una gioia di movimenti vivaci animava le membra del poppante, e il piccolo anello delle labbra si schiudeva spontaneamente nel riso.;45;VT;anello;6;158;4,417;labbra;6;90;3,978;0,775;0;1,667;2,667;3,6;1,8;56;0,13;1,87;2,4;3,07;1,6;Y;N
FA_LIT430;Genitive;profumo di eleganze;scent of elegances;Donne e poeti;Panzacchi, Enrico;PROSE;;"Nei versi a Gino
Rocchi, tutti squisitezza e profumo di eleganze e di ricordi classici,
questa idea ritorna ed è svolta e colorita più precisamente.";23;VT;profumo;8;74;2,581;eleganze;7;159;3,979;0,816;;;;;;;;;;;;N;Y
FA_LIT235;Genitive;profumo di amore;scent of love;Due amori;Farina, Salvatore;PROSE;;"La sua lettera era mesta, esalava un profumo di amore, di dolcezza, di
entusiasmo melanconico";14;VT;profumo;5;1153;2,978;amore;7;159;3,979;0,854;;;;;;;;;;;;N;Y
FA_LIT150;Genitive;profumo di gentilezza;scent of kindness;Carlo Porta e la sua Milano;Barbiera, Raffaello;PROSE;;"Il dialetto, che par creato allo sdegnoso comando,
emana un profumo di gentilezza che avvolge il dolore.";16;VT;profumo;10;25;2,688;gentilezza;7;159;3,979;0,744;;;;;;;;;;;;N;Y
FA_LIT485;Genitive;profumo di innocenza;scent of innocence;Gli amanti: pastelli;Serao, Matilde;PROSE;;"e pagine si fanno inquiete; a quel profumo di innocenza che
    aveva fin qui accompagnato il racconto si mescola uno strano e
    tentante odor di peccato";32;VT;profumo;9;36;2,605;innocenza;7;159;3,979;0,83;;;;;;;;;;;;N;Y
FA_LIT154;Genitive;profumo di modestia;scent of modesty;Arrigo il savio;Barrilli, Anton Giulio;PROSE;;"c'è, infine, il buono e compiacente giovanotto, che ambisce gli uffici del
servitore, non aspettando altra ricompensa che il titolo d'amico, e
lascia intorno a sè un profumo di modestia, che può farlo ricercare, in
un momento di poetica tenerezza, come si ricerca all'odore la violetta
de' campi";48;VT;profumo;8;21;2,099;modestia;7;159;3,979;0,754;;;;;;;;;;;;N;Y
FA_LIT192;Genitive;profumo di poesia;scent of poetry;Le vergini delle rocce;D'Annunzio, Gabriele;PROSE;;"Delizioso!... ma questo è un Eden.... un paradiso! esclama
enfaticamente la signora--qual profumo di poesia";14;VT;profumo;6;153;2,934;poesia;7;159;3,979;0,848;;;;;;;;;;;;N;Y
FA_LIT169;Genitive;profumo di sentimento;scent of feeling;Tre racconti: Il cane del cieco - Un genio sconosciuto - Galatea;Bersezio, Vittorio;PROSE;;"Benchè la sua voce non fosse punto
commossa, pure c'era un non so che, leggiero, leggiero, ma
apprensibile, un'aura direi, un profumo di sentimento che Anna ne fu
tocca";29;VT;profumo;10;266;1,978;sentimento;7;159;3,979;0,803;;;;;;;;;;;;N;Y
FA_LIT244;Genitive;febbre di orgoglio;fever of pride;La lotta politica in Italia, Volume 3 (of 3);Fumagalli, Giuseppe;PROSE;;"Una febbre di orgoglio e di lavoro
lo spingeva a nuove conquiste per interrompere con qualche fatto
glorioso l'ignominiosa tradizione di Sedan";22;VT;febbre;8;110;2,596;orgoglio;6;69;3,982;1,008;;;;;;;;;;;;N;Y
FA_LIT351;Genitive;febbre di vittoria;fever of victory;Tempeste;Negri, Ada;POEM;;"Un rigoglio di vita, un soffio, un’onda
    Di vigore, una febbre di vittoria,";16;VT;febbre;8;419;3,059;vittoria;6;69;3,982;0,78;;;;;;;;;;;;N;Y
FA_LIT096;Genitive;squillo di vetri;ring of glasses;Myricae;Pascoli;POEM;Questo brano descrive una notte di vento.;Allora sentii che non c'era, \ che non ci sarebbe mai più... \ La tenebra vidi più nera, \ più lugubre udii la bufera... \ uuh... uuuh... uuuh... \ Venìa come un volo di spetri, \ gridando ad ogni émpito più: \ un fragile squillo di vetri \ seguiva quelli ululi tetri…;53;VT;squillo;5;198;4,36;vetri;7;16;3,985;0,861;0;1,267;1,667;3,867;2;;;;;;;Y;N
FA_LIT387;Genitive;incendio di colori;fire of colors;Quartetto;Oriani, Alfredo;PROSE;;"E saliremmo sempre: gli abeti bruni come
la folla degli uomini ed egualmente clamorosi stormirebbero al basso; i
ghiacciai arderebbero in alto con un incendio di colori e di scintille";28;VT;incendio;6;615;3,958;colori;8;91;3,986;0,727;;;;;;;;;;;;N;Y
FA_LIT390;Genitive;incendio di gloria;fire of glory;Fino a Dogali;Oriani, Alfredo;PROSE;;"e quando il sole
tramonta pare illuminarsi per le vetriate di un incendio di gloria";14;VT;incendio;6;77;3,403;gloria;8;91;3,986;0,728;;;;;;;;;;;;N;Y
FA_LIT156;Genitive;incendio di orgoglio;fire of pride;Il ponte del paradiso: racconto;Barrilli, Anton Giulio;PROSE;;"era stato un incendio di orgoglio offeso, di collera feroce,
all’udire che un certo matrimonio era imminente";16;VT;incendio;8;110;2,596;orgoglio;8;91;3,986;0,847;;;;;;;;;;;;N;Y
FA_LIT223;Genitive;incendio di passione;fire of passion;L'Illusione;De Roberto, Federico;PROSE;;"Chi fece scattar la scintilla, che ha poi messo fuoco a tutto il mondo
cristiano, ed ha avvolto, per più di un secolo, l’umanità in un
terribile incendio di passione teologica";29;VT;incendio;8;327;3,217;passione;8;91;3,986;0,769;;;;;;;;;;;;N;Y
FA_LIT361;Genitive;urlo di mare;howl of the sea;Maternità;Negri, Ada;POEM;;"mpie la stretta valle che s’infossa
    fra i monti—e sale, e pare urlo di mare,
    l’eco de gli opifici a soverchiare
    come rombo di popoli in sommossa";36;VT;urlo;4;630;4,007;mare;4;81;3,997;0,865;;;;;;;;;;;;N;Y
FA_LIT503;Genitive;iride di gloria;iris of glory;Lirica;Vivanti, Annie;POEM;;"Non lo circonda un'iride di gloria,
    Nè siede tra gli eletti in paradiso";18;VT;iride;6;77;3,403;gloria;5;3;3,999;0,934;;;;;;;;;;;;N;Y
FA_LIT129;Genitive;frantumi di visione;shatters of vision;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"La nave riportandomi traeva per sempre con me a riva frantumi di
visione";12;VT;frantumi;7;173;2,674;visione;8;17;4,006;0,816;;;;;;;;;;;;N;Y
FA_LIT177;Genitive;mare di cristallo;sea of crystal;Margherita Pusterla: Racconto storico;Cantù, Cesare;PROSE;;"Ma calmo affatto era il cielo, e se
non fosse stato l'argenteo solco che la chiglia lasciavasi dietro,
sarebbesi potuto credere il legno fermo in un mare di cristallo";28;VT;mare;9;49;3,965;cristallo;4;630;4,007;1,004;;;;;;;;;;;;N;Y
FA_LIT275;Genitive;mare di miele;sea of honey;L'ora topica di Carlo Dossi;Lucini, Gian Pietro;PROSE;;"si faceva a gridare «contro le svenevolezze degli amori poetici passati, che
tendevano a fare dell'arte un mare di latte e miele";23;VT;mare;5;63;4,747;miele;4;630;4,007;0,78;;;;;;;;;;;;N;Y
FA_LIT219;Genitive;mare di ricordi;sea of memories;L'Illusione;De Roberto, Federico;PROSE;;"ella continuava a procedere a caso,
dimenticando la sua via, col cuore tumultuante, la mente inondata da un
mare di ricordi.";20;VT;mare;7;314;3,458;ricordi;4;630;4,007;0,819;;;;;;;;;;;;N;Y
FA_LIT170;Genitive;fiamma di carità;flame of charity;La donna nella vita e nelle opere di Giacomo Leopardi;Boghen Conigliani, Emma;PROSE;;"da la bellissima bionda
Ranieri, che non s'accorge de le passioni che desta, del mondo che le
sorride ed ha ne gli occhi miti e profondi tutta la fiamma di carità
che la esalta";32;VT;fiamma;6;39;3,029;carità;6;151;4,013;0,77;;;;;;;;;;;;N;Y
FA_LIT451;Genitive;fiamma di fede;flame of faith;L'umorismo;Pirandello, Luigi;PROSE;;"Coraggio a tutta prova, animo nobilissimo, fiamma di
fede; ma quel coraggio non gli frutta che volgari bastonate";17;VT;fiamma;4;231;2,356;fede;6;151;4,013;0,833;;;;;;;;;;;;N;Y
FA_LIT027;Genitive;fiamma dell'idea;flame of the idea;Il fu Mattia Pascal;Pirandello;PROSE;In questo brano l'autore parla del concetto di idea.;"Il lume d'una idea comune è alimentato dal sentimento collettivo; se questo sentimento però si scinde, rimane sì in piedi la lanterna del termine astratto, ma la fiamma dell'idea vi crepita dentro e vi guizza e vi singhiozza.";40;VT;fiamma;4;1058;2,486;idea;6;151;4,013;0,766;0;2,267;1,333;3,667;2,267;50;0,4;1,67;1,33;1,27;4,33;Y;N
FA_LIT492;Genitive;fiamma di lirismo;flame of lyricism;La vita comincia domani: romanzo;Verona, Guido da;PROSE;;"Talvolta, nell’ore di maggior lucentezza, quando una fiamma di lirismo
traversava il suo povero spirito rabbuiato, o quando più forte pulsavan
nella sua carne d’adolescente l’arterie della vita, quando
inconsciamente vedeva succedere intorno a sè qualcosa d’insolito";34;VT;fiamma;7;6;2,42;lirismo;6;151;4,013;0,577;;;;;;;;;;;;N;Y
FA_LIT422;Genitive;fiamma di nuvole;flame of clouds;Il codice di Perelà;Palazzeschi, Aldo;PROSE;;"Talvolta nei giorni d'estate, quando l'ora scende tra una fiamma
di nuvole dagli orli di fuoco ed il colore dell'ombra pénetra per
l'emisfero dondolante come le ventate immense di profumi che dalle
praterie di montagna salgono per invadere l'azzurrità";41;VT;fiamma;6;79;4,284;nuvole;6;151;4,013;0,54;;;;;;;;;;;;N;Y
FA_LIT265;Genitive;fiamma di orgoglio;flame of pride;Le Seduzioni;Guglielminetti, Amalia;POEM;;"Forse nella mia solitudine laboriosa — se bene io non temessi nè
l'infermità nè la demenza nè la morte possedendo questa tutelare fiamma
di orgoglio di pensiero e di fede — forse talvolta la mia malinconia
celava in sè un verace bisogno di comunioni con il fraterno spirito";46;VT;fiamma;8;110;2,596;orgoglio;6;151;4,013;0,714;;;;;;;;;;;;N;Y
FA_LIT118;Genitive;fiamma di tentazione;flame of temptation;Novelle umoristiche;Albertazzi, Adolfo;PROSE;;"Ora gli occhi si riempirono di lagrime e fiammeggiarono; a un tempo,
lagrime di duolo e fiamma di tentazione";19;VT;fiamma;10;101;2,587;tentazione;6;151;4,013;0,852;;;;;;;;;;;;Y;N
FA_LIT197;Genitive;bocche di fuoco;mouths of fire;Più che l'amore: Tragedia moderna;D'Annunzio, Gabriele;PROSE;;"le rivoltelle di gran calibro nelle loro
  fonde, le tasche e le cintole da cartucce — bocche di fuoco
  infallibili e munizioni eccellenti — tutta la batteria già
  sperimentata nel cammino da Bèrbera a Bardèra, ora riforbita
  e pronta";44;VT;bocche;5;609;4,179;fuoco;6;322;4,018;0,708;;;;;;;;;;;;N;Y
FA_LIT128;Genitive;fibre di sogno;fibers of dreams;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Anche se l'amore fosse altro, fosse quale l'ho contemplato in me
meraviglioso di virtù, c'è qualcosa ch'esso non attinge, non attingerà
mai, nodo fondo del mio essere, fibre di sogno, fibre segrete, corde di
volontà invisibili fra la mia prima e la mia ultima giornata";46;VT;fibre;5;554;3,246;sogno;5;57;4,025;0,828;;;;;;;;;;;;N;Y
FA_LIT160;Genitive;bufera di cannonate;blizzard of gunfire;Al fronte (maggio-ottobre 1915);Barzini, Luigi;PROSE;;"Era una bufera di cannonate; gli _shrapnells_ arrivavano a raffiche
continue, volteggiavano in aria foglie e rami d'albero stroncati dalle
esplosioni, il piombo grandinava.";23;VT;bufera;9;7;4,245;cannonate;6;34;4,038;0,814;;;;;;;;;;;;N;Y
FA_LIT499;Genitive;bufera di anime;blizzard of souls;Sciogli la treccia, Maddalena romanzo;Verona, Guido da;PROSE;;"Roma costruttrice
d’anfiteatri e di codici, di templi e di strade militari, non vedeva
sorgere questa immensa bufera di anime, che infine soverchiò la sua
medesima potenza";24;VT;bufera;5;341;3,102;anime;6;34;4,038;0,74;;;;;;;;;;;;N;Y
FA_LIT278;Genitive;bufera di ferro;blizzard of iron;L'arte di prender marito;Mantegazza, Paolo;PROSE;;"ad ogni scarica lanciava la morte dentro quelle spesse
colonne di uomini, i quali, trattenuti dal contegno dei capi, dalla
disciplina severa ed anche dall'amore della reputazione acquistata
nelle guerre trascorse, stavano a riparare con le membra loro cotesta
bufera di ferro e di fuoco non senza mormorare però ed accennare che
per poco non si sbarattavano dandosi alla fuga";56;VT;bufera;5;206;4,251;ferro;6;34;4,038;0,768;;;;;;;;;;;;N;Y
FA_LIT162;Genitive;bufera di fuoco;blizzard of fire;Al fronte (maggio-ottobre 1915);Barzini, Luigi;PROSE;;"Le batterie nemiche da cui veniva quella bufera di fuoco dovevano
trovarsi in parte sulle pendici del monte Kuk, uno dei tanti monti
Kuk della regione, distante tre chilometri e mezzo da Plava, in parte
sul Monte Santo, dal quale i medî calibri tempestavano.";41;VT;bufera;5;609;4,179;fuoco;6;34;4,038;0,819;;;;;;;;;;;;N;Y
FA_LIT403;Genitive;bufera di guerra;blizzard of war;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"e Napoleone, pallido, enorme,
chiuso in una bufera di guerra, che sconvolge il mondo e lo rinnova,
rigido nella volontà di un sogno falso e irresistibile, senza pietà
per gli uomini, che lo adorano e che egli gitta alla morte come un
pulviscolo fecondatore";41;VT;bufera;6;954;3,083;guerra;6;34;4,038;0,762;;;;;;;;;;;;N;Y
FA_LIT163;Genitive;bufera di piombo;blizzard of lead;Al fronte (maggio-ottobre 1915);Barzini, Luigi;PROSE;;"L'assalto era arrivato a meno di
trecento metri.

Una scrosciante bufera di piombo rasentò i declivî.";15;VT;bufera;6;68;4,616;piombo;6;34;4,038;0,614;;;;;;;;;;;;N;Y
FA_LIT490;Genitive;bufera di polvere;blizzard of dust;La vita comincia domani: romanzo;Verona, Guido da;PROSE;;"Alte, nel miracolo della notte, le stelle così numerose che parevan nel deserto cosmico una bufera di polvere in combustione, infuriavano di splendore come fosforo avvampato, come resina in fiamme, come cristallo
frantumato nella sabbia e balenante sotto lo sfarzo del sole";41;VT;bufera;7;139;4,429;polvere;6;34;4,038;0,834;;;;;;;;;;;;N;Y
FA_LIT404;Genitive;bufera di sangue;blizzard of blood;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"La Convenzione atterriva ancora le anime coi ricordi tragici del suo avvento simile ad una bufera di sangue e di fango, che aveva tutto
rovesciato struggendo e fecondando, contrapponendo la Francia a sè
medesima e al mondo";35;VT;bufera;6;473;4,181;sangue;6;34;4,038;0,748;;;;;;;;;;;;N;Y
FA_LIT405;Genitive;bufera di tenebre;blizzard of darkness;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"Alla negra porta ombre scettrate e ombre illustri arrivano da gran
tempo con un segno speciale, e passano come da un mistero ad un altro più profondo, mentre un clamore lungo e sinistro si diffonde per l'impero percosso da una bufera di tenebre e di lampi";46;VT;bufera;7;30;3,129;tenebre;6;34;4,038;0,614;;;;;;;;;;;;N;Y
FA_LIT523;Genitive;bufera di commenti;blizzard of comments;;;;;"In quell'inverno la giovane era andata più
volte a teatro, ora con la Teobaldi, ora con Filippo, scatenando una
bufera di commenti e di discussioni";24;VT;bufera;8;171;3,074;commenti;6;34;4,038;0,853;;;;;;;;;;;;N;Y
FA_LIT489;Genitive;bufera di domande;blizzard of questions;La vita comincia domani: romanzo;Verona, Guido da;PROSE;;"Una bufera di domande l’avvolse, ond’egli per difendersi protese un
braccio";10;VT;bufera;7;680;3,491;domande;6;34;4,038;0,709;;;;;;;;;;;;N;Y
FA_LIT161;Genitive;bufera di esplosioni;blizzard of explosions;Al fronte (maggio-ottobre 1915);Barzini, Luigi;PROSE;;"Una mattina uno
dei nostri generali doveva far cominciare un bombardamento di calibri
pesanti per aprire il varco nel reticolato di un trinceramento che ci
era di fronte; ma proprio sotto a quel reticolato che stava per essere
sconvolto da una bufera di esplosioni, giaceva un ferito nostro.";44;VT;bufera;10;99;3,672;esplosioni;6;34;4,038;0,757;;;;;;;;;;;;N;Y
FA_LIT385;Genitive;bufera di gesti;blizzard of gestures;Quartetto;Oriani, Alfredo;PROSE;;"Questa violenta diatriba pronunciata con voce stridula e accompagnata da
una bufera di gesti sbaragliò per un momento tutto il coro degli elogi";22;VT;bufera;5;330;3,286;gesti;6;34;4,038;0,858;;;;;;;;;;;;N;Y
